166,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB00572
167,ATROPINE SULFATE; EDROPHONIUM CHLORIDE,https://go.drugbank.com/drugs/DB01010
169,AURANOFIN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00808&search_type=drugs&button=
172,AVAPRITINIB,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=avapritinib&search_type=drugs&button=
173,AVATROMBOPAG MALEATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=AVATROMBOPAG+MALEATE&search_type=drugs&button=
174,AVOBENZONE; ECAMSULE; OCTOCRYLENE,https://go.drugbank.com/drugs/DB09495
175,AVOBENZONE; ECAMSULE; OCTOCRYLENE; TITANIUM DIOXIDE,https://go.drugbank.com/drugs/DB09534
180,AZATHIOPRINE SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00811&search_type=drugs&button=
185,AZILSARTAN KAMEDOXOMIL; CHLORTHALIDONE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00127&search_type=drugs&button=
186,AZITHROMYCIN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=AZITHROMYCIN+DIHYDRATE&search_type=drugs&button=
187,AZTREONAM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00815&search_type=drugs&button=
188,BACITRACIN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00816&search_type=drugs&button=
197,BACITRACIN; POLYMYXIN B SULFATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00816&search_type=drugs&button=
198,BACLOFEN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00551&search_type=drugs&button=
200,BALSALAZIDE DISODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00141&search_type=drugs&button=
202,BARIUM SULFATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00563&search_type=drugs&button=
205,BEDAQUILINE FUMARATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=Bedaquiline+Fumarate&search_type=drugs&button=
207,BELZUTIFAN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=BELZUTIFAN&search_type=drugs&button=
209,BEMPEDOIC ACID; EZETIMIBE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00619&search_type=drugs&button=
213,BENDROFLUMETHIAZIDE,https://go.drugbank.com/drugs/DB00436
214,BENDROFLUMETHIAZIDE; NADOLOL,https://go.drugbank.com/drugs/DB00436
217,BENZNIDAZOLE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=BENZNIDAZOLE&search_type=drugs&button=
218,BENZONATATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00629&search_type=drugs&button=
219,BENZOYL PEROXIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=BENZOYL+PEROXIDE&search_type=drugs&button=
221,BENZOYL PEROXIDE; ERYTHROMYCIN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00953&search_type=drugs&button=
224,BENZTROPINE MESYLATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00748&search_type=drugs&button=
226,BENZYL BENZOATE,https://go.drugbank.com/drugs/DB00396
228,BEROTRALSTAT HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=Berotralstat+hydrochloride&search_type=drugs&button=
229,BETA CAROTENE,https://go.drugbank.com/drugs/DB06755
231,BETAMETHASONE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00513&search_type=drugs&button=
232,BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00513&search_type=drugs&button=
235,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE,https://go.drugbank.com/drugs/DB00257
236,BETAMETHASONE SODIUM PHOSPHATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00513&search_type=drugs&button=
239,BETAXOLOL HYDROCHLORIDE; PILOCARPINE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB00195
241,BEXAROTENE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00114&search_type=drugs&button=
243,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00226&search_type=drugs&button=
244,BIMATOPROST,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00826&search_type=drugs&button=
245,BINIMETINIB,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=BINIMETINIB&search_type=drugs&button=
246,BISACODYL; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,https://go.drugbank.com/drugs/DB09020
247,BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB00759
251,BLEOMYCIN SULFATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00453&search_type=drugs&button=
256,BREXANOLONE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=BREXANOLONE&search_type=drugs&button=
258,BRIGATINIB,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=brigatinib&search_type=drugs&button=
259,BRILLIANT BLUE G,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=BRILLIANT+BLUE+G&search_type=drugs&button=
260,BRIMONIDINE TARTRATE,https://go.drugbank.com/drugs/DB00484
264,BRIVARACETAM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=brivaracetam&search_type=drugs&button=
266,BROMOCRIPTINE MESYLATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00622&search_type=drugs&button=
267,BROMODIPHENHYDRAMINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00710&search_type=drugs&button=
268,BROMPHENIRAMINE MALEATE,https://go.drugbank.com/drugs/DB00835
273,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,https://go.drugbank.com/drugs/DB01222
274,BUMETANIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00294&search_type=drugs&button=
275,BUPIVACAINE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00247&search_type=drugs&button=
276,BUPIVACAINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00247&search_type=drugs&button=
277,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE,https://go.drugbank.com/drugs/DB00668
278,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,https://go.drugbank.com/drugs/DB00297
279,BUPIVACAINE HYDROCHLORIDE; LIDOCAINE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB00297
280,BUPIVACAINE; MELOXICAM,https://go.drugbank.com/drugs/DB00814
281,BUPRENORPHINE,https://go.drugbank.com/drugs/DB00921
282,BUPRENORPHINE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB00922
283,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB01183
286,BUPROPION HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,https://go.drugbank.com/drugs/DB00514
288,BUSPIRONE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00222&search_type=drugs&button=
289,BUSULFAN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00664&search_type=drugs&button=
290,BUTENAFINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00833&search_type=drugs&button=
291,BUTOCONAZOLE NITRATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00834&search_type=drugs&button=
292,BUTORPHANOL TARTRATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00835&search_type=drugs&button=
293,CABAZITAXEL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=cabazitaxel&search_type=drugs&button=
296,CABOTEGRAVIR SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CABOTEGRAVIR+SODIUM&search_type=drugs&button=
297,CABOTEGRAVIR; RILPIVIRINE,https://go.drugbank.com/drugs/DB08864
298,CABOZANTINIB S-MALATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=cabozantinib+s-malate&search_type=drugs&button=
301,CALCIFEDIOL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CALCIFEDIOL&search_type=drugs&button=
303,CALCITONIN HUMAN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00531&search_type=drugs&button=
304,CALCITONIN SALMON,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CALCITONIN+SALMON&search_type=drugs&button=
305,CALCITRIOL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00246&search_type=drugs&button=
306,CALCIUM ACETATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00839&search_type=drugs&button=
308,CALCIUM CHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00840&search_type=drugs&button=
309,CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,https://go.drugbank.com/drugs/DB01164
310,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,https://go.drugbank.com/drugs/DB01165
311,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,https://go.drugbank.com/drugs/DB01166
313,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,https://go.drugbank.com/drugs/DB00761
314,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,https://go.drugbank.com/drugs/DB09341
315,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00840&search_type=drugs&button=
317,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00840&search_type=drugs&button=
320,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,https://go.drugbank.com/drugs/DB09395
323,CALCIUM GLUCEPTATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00841&search_type=drugs&button=
329,CANGRELOR,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CANGRELOR&search_type=drugs&button=
334,CAPTOPRIL; HYDROCHLOROTHIAZIDE,https://go.drugbank.com/drugs/DB01197
339,CARBIDOPA; LEVODOPA,https://go.drugbank.com/drugs/DB00190
340,CARBINOXAMINE MALEATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00765&search_type=drugs&button=
341,CARBOPLATIN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00466&search_type=drugs&button=
342,CARBOPROST TROMETHAMINE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00847&search_type=drugs&button=
343,CARFILZOMIB,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CARFILZOMIB&search_type=drugs&button=
345,CARISOPRODOL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00417&search_type=drugs&button=
346,CARMUSTINE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00006&search_type=drugs&button=
351,CASIMERSEN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=casimersen&search_type=drugs&button=
353,CEDAZURIDINE; DECITABINE,https://go.drugbank.com/drugs/DB15694
354,CEFACLOR,https://go.drugbank.com/drugs/DB00833
355,CEFAZOLIN SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=Cefazolin+Sodium&search_type=drugs&button=
356,CEFDINIR,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00644&search_type=drugs&button=
358,CEFEPIME HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CEFEPIME+HYDROCHLORIDE&search_type=drugs&button=
359,CEFIDEROCOL SULFATE TOSYLATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=Cefiderocol+sulfate+tosylate&search_type=drugs&button=
360,CEFIXIME,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00583&search_type=drugs&button=
361,CEFOTAXIME SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00854&search_type=drugs&button=
362,CEFOTETAN DISODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=cefotetan+disodium&search_type=drugs&button=
363,CEFOXITIN SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CEFOXITIN+SODIUM&search_type=drugs&button=
364,CEFPODOXIME PROXETIL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CEFPODOXIME+PROXETIL&search_type=drugs&button=
365,CEFPROZIL,https://go.drugbank.com/drugs/DB01150
366,CEFTAROLINE FOSAMIL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CEFTAROLINE+FOSAMIL&search_type=drugs&button=
367,CEFTAZIDIME,https://go.drugbank.com/drugs/DB00438
368,CEFTIBUTEN DIHYDRATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=Ceftibuten+dihydrate&search_type=drugs&button=
369,CEFTRIAXONE SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00395&search_type=drugs&button=
370,CEFUROXIME AXETIL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00285&search_type=drugs&button=
371,CEFUROXIME SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00285&search_type=drugs&button=
372,CELECOXIB,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00373&search_type=drugs&button=
373,CELECOXIB; TRAMADOL HYDROCHLORIDE,https://go.drugbank.com/drugs/DB00482
374,CENOBAMATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CENOBAMATE&search_type=drugs&button=
375,CEPHALEXIN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00250&search_type=drugs&button=
376,CEPHAPIRIN SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00860&search_type=drugs&button=
377,CERITINIB,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CERITINIB&search_type=drugs&button=
378,CETIRIZINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00630&search_type=drugs&button=
381,CEVIMELINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00224&search_type=drugs&button=
385,CHLORAMPHENICOL,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CHLORAMPHENICOL+PALMITATE&search_type=drugs&button=
386,CHLORAMPHENICOL SODIUM SUCCINATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00862&search_type=drugs&button=
387,CHLORDIAZEPOXIDE,https://go.drugbank.com/drugs/DB00475
388,CHLORDIAZEPOXIDE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB00475
389,CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,https://go.drugbank.com/drugs/DB00475
392,CHLOROPROCAINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00404&search_type=drugs&button=
395,CHLOROTHIAZIDE SODIUM,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00721&search_type=drugs&button=
399,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE,https://go.drugbank.com/drugs/DB01114
400,CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX,https://go.drugbank.com/drugs/DB00318
401,CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX,https://go.drugbank.com/drugs/DB01114
403,CHLORPROMAZINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00482&search_type=drugs&button=
407,CHOLIC ACID,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CHOLIC+ACID&search_type=drugs&button=
410,CHROMIC CHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CHROMIC+CHLORIDE&search_type=drugs&button=
412,CICLOPIROX,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00871&search_type=drugs&button=
413,CIDOFOVIR,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=CIDOFOVIR+ANHYDROUS&search_type=drugs&button=
417,CIMETIDINE HYDROCHLORIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00568&search_type=drugs&button=
419,CIPROFLOXACIN,https://go.drugbank.com/drugs/DB00537
425,CISATRACURIUM BESYLATE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00874&search_type=drugs&button=
426,CISPLATIN,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00359&search_type=drugs&button=
427,CITALOPRAM HYDROBROMIDE,https://www.drugbank.ca/search?utf8=%E2%9C%93&query=APRD00147&search_type=drugs&button=
