ALBENDAZOLE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a4ce2e1-db3d-4b24-98aa-0519fbaff547&audience=consumer,
ALBUMIN HUMAN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a43c5ed6-7423-4ee5-8acb-5fccc2d7b6cc&audience=consumer,
ALBUTEROL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a000abb9-92a1-4c84-8932-cd40c476dc00&audience=consumer,
ALBUTEROL SULFATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c64ab5d-f8a2-440a-a929-cb8188d0e8b4&audience=consumer,
ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=001e3b1c-b7c1-44aa-b812-e78dbf4f3069&audience=consumer,
ALCAFTADINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17d37e8d-7825-424b-b6ca-0a85d0bf4694&audience=consumer,
ALCLOMETASONE DIPROPIONATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63e635e0-65d8-4b30-9f2a-ab16deba90bd,
ALCOHOL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0285399-7ecf-5aac-e053-2995a90aac06&audience=consumer,
ALCOHOL; CHLORHEXIDINE GLUCONATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5aac064-adf3-e1a7-e053-2a95a90a93be&audience=consumer,
ALECTINIB HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=42c49deb-713b-427a-9670-08af08adcffb,
ALENDRONATE SODIUM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c910bb05-279b-4ffa-a867-46f4a0853ed5&audience=consumer,
ALENDRONATE SODIUM; CHOLECALCIFEROL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10307e7e-9a84-4aa1-8c5c-4b209cffe4d1&audience=consumer,
ALFENTANIL HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb56df52-5abf-47dc-ab8d-902cfe19ccb2,
ALFUZOSIN HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8704702e-0889-4a47-9a92-588a8d72d503&audience=consumer,
ALISKIREN HEMIFUMARATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=41c0e5e0-eb26-4d9e-bcd2-d0f2cc8fc6db,
ALISKIREN HEMIFUMARATE; HYDROCHLOROTHIAZIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8df0ca6a-58cf-41fc-b890-5c7fa5a3792c&audience=consumer,
ALITRETINOIN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9cf04dad-e312-4b8f-a297-1e002d43e151,
ALLOPURINOL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2caf5eed-2408-4ce0-bd0d-04f4c90e434d,
ALLOPURINOL SODIUM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ae58f3c-dbf9-4c10-9b79-233b10e0e9f1,
ALMOTRIPTAN MALATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35617039-9f33-401b-bac3-8f85c65fa2c7&audience=consumer,
ALOGLIPTIN BENZOATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=642b1e90-701e-42f2-bac6-a4918738e2c9&audience=consumer,
ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=642b1e90-701e-42f2-bac6-a4918738e2c9,
ALOSETRON HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=969429cb-60b9-4a9c-be60-dd01994431b2&audience=consumer,
ALPELISIB,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b20b4e18-7a4b-4500-a08f-06c6dab0ee5b&audience=consumer,
ALPRAZOLAM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79619e0f-1600-40ea-e053-2a91aa0a2700,
ALPROSTADIL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb155759-3889-4cb3-9695-42a588f4f689,
ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f367927-c366-465c-a059-e2cfb337d562,
ALVIMOPAN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0645b4-daf8-421f-b987-a4e478843c5d,
AMANTADINE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3b9e7f0-be6d-4f37-9277-54bb0ba8b158,
AMBRISENTAN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32549c43-f8ff-422c-b42d-ca0877e661cf&audience=consumer,
AMCINONIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ac5c3e79-52f7-434e-92ae-24bd32b45edc,
AMIFAMPRIDINE PHOSPHATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f015fe60-3128-4a43-8c31-19fc6b5def3f,
AMIFOSTINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=973ed458-f46b-4f61-a329-816c4db79a2c,
AMIKACIN SULFATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=882c39a9-2198-9063-e053-2995a90af7ad,
AMILORIDE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0cc2d44-436a-47e8-a890-589882fff4c4&audience=consumer,
AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dc7aef5e-9585-45b9-b317-4af570202ef5&audience=consumer,
AMINO ACIDS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e83e872e-5297-ec10-e053-2a95a90a59c1,
AMINOCAPROIC ACID,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08bfb83e-3ac5-4e66-84a3-fcd4deaf73ae,
AMINOLEVULINIC ACID HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=l51b031a0-bc40-4159-a434-d48c3eadd2ca,
AMINOPHYLLINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a663ef3-881f-48bd-2689-3713b24545c2,
AMINOSALICYLIC ACID,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f2753dc-5f0c-4f49-9335-e519afb69ba6,
AMIODARONE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d8d04647-8e25-4127-8ecf-360ce1991c2f,
AMISULPRIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab23bc6e-b6a8-165f-e053-2a95a90ab144,
AMITRIPTYLINE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d113e43-c694-427f-8b77-66be36a82374,
AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b20dcdb1-50f4-4d49-a50e-be0308962f5b&audience=consumer,
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2937445-c015-c9a5-52f8-a2959da97290,
AMLODIPINE BENZOATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=df673a4d-acb8-444c-a472-c87ab8cbd366,
AMLODIPINE BESYLATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=705d4471-b1bc-49a7-a871-9c03f886b69e&audience=consumer,
AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abee4a34-89cc-d886-192c-32582ab8f024&audience=consumer,
AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=df8e23c8-6c8f-4293-8a37-5ad3d48dba94,
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=268d12e8-1cfc-4086-b613-8fd94f2d7c4e&audience=consumer,
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b76e441-e6a5-4036-8276-b7788ade5c44&audience=consumer,
AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69fa6293-b10a-4473-ab9b-1bd53f099bdd&audience=consumer,
AMLODIPINE BESYLATE; PERINDOPRIL ARGININE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eaa2bbbc-5fcc-4f15-a51c-c4e1bf320c90,
AMLODIPINE BESYLATE; VALSARTAN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0caec89-96ec-411d-a933-63eda74a6da7&audience=consumer,
AMMONIA N-13,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c3c98bd-a052-4564-a15f-37dc6d032707&audience=consumer,
AMMONIUM CHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e35a2c2-e1be-de39-27ee-f462c3cbbc07,
AMMONIUM LACTATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34d21510-062e-40ab-b074-ae3a0dc65e68,
AMOXAPINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a16297df-3158-48db-85e5-5cd506885556&audience=consumer,
AMOXICILLIN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=649d285c-8fcb-48dd-aa5e-2f34128102f5,
AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=40adc1d3-7ce7-4698-aa7f-b5dbaaecec00,
AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e52c29a-fdbe-4a4d-b280-d700eba5b94f,
AMOXICILLIN; CLARITHROMYCIN; VONOPRAZAN FUMARATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0cb2ee04-8581-46c8-a781-7be170ab5c86,
AMOXICILLIN; CLAVULANATE POTASSIUM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b897c800-24a2-4e76-8668-498c5515c3d0,
AMOXICILLIN; OMEPRAZOLE MAGNESIUM; RIFABUTIN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68c4e9dc-dbcf-4151-b6f7-5e4b9922b76f,
AMOXICILLIN; VONOPRAZAN FUMARATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0cb2ee04-8581-46c8-a781-7be170ab5c86,
AMPHETAMINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26dbad66-13c4-4906-88b3-ab7ee191466c&audience=consumer,
AMPHETAMINE ASPARTATE ; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c907301d-e24d-9609-5529-fed14f94549f&audience=consumer,
AMPHETAMINE SULFATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26dbad66-13c4-4906-88b3-ab7ee191466c&audience=consumer,
AMPHOTERICIN B,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b8ea543-1de8-472f-9666-34f99ca2f183,
AMPICILLIN SODIUM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da8da9c0-fa46-40d3-82c6-1a18ffa1b585,
AMPICILLIN SODIUM; SULBACTAM SODIUM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce394e7a-4a5f-4d52-ba16-d53070a40790,
AMPRENAVIR,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=009575f9-74e8-4a6d-9fa6-3cae72fd01c3,
ANAGRELIDE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6727d5d4-e8ec-4a85-bc82-ec70b641eecf,
ANASTROZOLE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7b3da447-8e7c-2aaa-e053-2a91aa0a2821&audience=consumer,
ANIDULAFUNGIN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a88d9010-55fb-4a02-baff-042cd27688ea,
APALUTAMIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d1cda4f7-cb33-46ea-b9ac-431f6452b1a5,
APIXABAN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=095a08ac-cf0e-497e-a682-ddef38d6b29c&audience=consumer,
APOMORPHINE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aedf70e4-1949-44bc-bf1b-0f282c4f0705,
APRACLONIDINE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dc7d3a9f-c0b9-411c-9c62-0a14f1718b00&audience=consumer,
APREMILAST,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b37f813-113f-48f3-904c-7d14401ab13d&audience=consumer,
APREPITANT,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af9b6086-4bf2-472c-8740-4134eaaebace,
ARFORMOTEROL TARTRATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2feda53-54b9-4e40-8a01-9e7b45cb3d8c&audience=consumer,
ARGATROBAN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46cdf9e6-839c-49c8-9ee1-c30cfdd9368d,
ARGININE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6accf33f-9841-4327-8923-93c42020ef12&audience=consumer,
ARIPIPRAZOLE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=394ea4a4-3991-4f98-b38f-56e9335d66b3,
ARIPIPRAZOLE LAUROXIL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17a8d11b-73b0-4833-a0b4-cf1ef85edefb&audience=consumer,
ARMODAFINIL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2fb5e68a-c543-4dd7-8d57-798548c3963e&audience=consumer,
ARSENIC TRIOXIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2cb52683-1e74-4831-a771-55a78536cfe5,
ARTEMETHER; LUMEFANTRINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7866ec19-dfac-47d4-a53f-511a12643cbf&audience=consumer,
ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbb95791-d582-4fb4-81df-3084eb069b10,
ASCIMINIB HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e33001e7-3650-42b1-ae56-cddb5c43aa2b,
ASCORBIC ACID,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=388aad52-fc01-4784-9791-1dbc80c69306&audience=consumer,
ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c8d32a4-3334-434b-a828-979d087a6ed9&audience=consumer,
ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6ca2803e-a4d6-4e57-a910-13237c93a4ce,
ASENAPINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=16e1cc9f-7699-49ea-b179-acb65e162304&audience=consumer,
ASENAPINE MALEATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4d3ae2a-eba5-478d-a350-c31634f7c041&audience=consumer,
ASPIRIN,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7d1950b4-3237-4512-bab3-4c7364bdd618,
ASPIRIN; BUTALBITAL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a1c7b964-af71-4427-8f13-73b5e69ca525&audience=consumer,
ASPIRIN; BUTALBITAL; CAFFEINE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f44755a-2661-475d-83c5-8923101eb7a3,
ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8b93fc1-472c-4890-8d02-2ee4f7175c22,
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61ca2af1-081c-411c-90ce-ec6d9e3157b2&audience=consumer,
ASPIRIN; CARISOPRODOL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4c5e195-e3f1-487a-accd-c2c6fbbd7837,
ASPIRIN; DIPYRIDAMOLE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=92222dd3-7802-2a03-7d30-58cf192cc33e&audience=consumer,
ASPIRIN; HYDROCODONE BITARTRATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1bdb6c28-6b01-4e91-863f-bb325d3ee424,
ASPIRIN; MEPROBAMATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=941e1ec2-1f14-4153-a5ea-cf7669d5efd1,
ASPIRIN; METHOCARBAMOL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=055edd83-bab7-486a-a2b8-dad9f3bae916,
ASPIRIN; OMEPRAZOLE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae8f4eb4-b1eb-432e-b5ab-598c29996d6a&audience=consumer,
ATAZANAVIR SULFATE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7fbea274-d6b5-4faa-bbf0-05fefab42114,
ATENOLOL,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b8a4689-3916-4f4b-b54a-bbb4e322d79b&audience=consumer,
ATENOLOL; CHLORTHALIDONE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db22ff31-52f6-9024-e053-2995a90af8b3&audience=consumer,
ATOGEPANT,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c8ab8f4-32bd-497a-befa-70c8a51d8d52,
ATOMOXETINE HYDROCHLORIDE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=132852a6-5bff-15dd-255c-98309dd83630,
ATORVASTATIN CALCIUM,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cda119f2-54c8-4a08-b266-a0dbd214d2ce&audience=consumer,
